,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
16861,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,5,2014.0,Mayor
16862,Tommy Wells ,Tommy Wells for Mayor,Individual,10/18/2013,5,2014.0,Mayor
16863,Tommy Wells ,Tommy Wells for Mayor,Individual,11/2/2013,4,2014.0,Mayor
16864,Tommy Wells ,Tommy Wells for Mayor,Individual,11/20/2013,5,2014.0,Mayor
16865,Tommy Wells ,Tommy Wells for Mayor,Individual,1/29/2014,5,2014.0,Mayor
16866,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,25,2014.0,Mayor
16867,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,45,2014.0,Mayor
16868,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16869,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,25,2014.0,Mayor
16870,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,25,2014.0,Mayor
16871,Tommy Wells ,Tommy Wells for Mayor,Individual,11/27/2013,25,2014.0,Mayor
16872,Tommy Wells ,Tommy Wells for Mayor,Individual,10/19/2013,11,2014.0,Mayor
16873,Tommy Wells ,Tommy Wells for Mayor,Individual,11/22/2013,25,2014.0,Mayor
16874,Tommy Wells ,Tommy Wells for Mayor,Individual,10/29/2013,75,2014.0,Mayor
16875,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,15,2014.0,Mayor
16876,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,3,2014.0,Mayor
16877,Tommy Wells ,Tommy Wells for Mayor,Individual,10/13/2013,1,2014.0,Mayor
16878,Tommy Wells ,Tommy Wells for Mayor,Individual,11/5/2013,15,2014.0,Mayor
16879,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,25,2014.0,Mayor
16880,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,1,2014.0,Mayor
16881,Tommy Wells ,Tommy Wells for Mayor,Individual,10/15/2013,5,2014.0,Mayor
16882,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,25,2014.0,Mayor
16883,Tommy Wells ,Tommy Wells for Mayor,Individual,10/28/2013,35,2014.0,Mayor
16884,Tommy Wells ,Tommy Wells for Mayor,Individual,11/13/2013,15,2014.0,Mayor
16885,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,5,2014.0,Mayor
16886,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,2,2014.0,Mayor
16887,Tommy Wells ,Tommy Wells for Mayor,Individual,2/3/2014,5,2014.0,Mayor
16888,Tommy Wells ,Tommy Wells for Mayor,Individual,1/8/2014,5,2014.0,Mayor
16889,Tommy Wells ,Tommy Wells for Mayor,Individual,10/19/2013,55,2014.0,Mayor
16890,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,1,2014.0,Mayor
16891,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,25,2014.0,Mayor
16892,Tommy Wells ,Tommy Wells for Mayor,Individual,11/29/2013,1,2014.0,Mayor
16893,Tommy Wells ,Tommy Wells for Mayor,Individual,10/29/2013,1,2014.0,Mayor
16894,Tommy Wells ,Tommy Wells for Mayor,Individual,12/29/2013,1,2014.0,Mayor
16895,Tommy Wells ,Tommy Wells for Mayor,Individual,12/30/2013,5,2014.0,Mayor
16896,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
16897,Tommy Wells ,Tommy Wells for Mayor,Individual,11/18/2013,1,2014.0,Mayor
16898,Tommy Wells ,Tommy Wells for Mayor,Individual,1/22/2014,1,2014.0,Mayor
16899,Tommy Wells ,Tommy Wells for Mayor,Individual,10/26/2013,1,2014.0,Mayor
16900,Tommy Wells ,Tommy Wells for Mayor,Individual,11/26/2013,1,2014.0,Mayor
16901,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,11,2014.0,Mayor
16902,Tommy Wells ,Tommy Wells for Mayor,Individual,11/21/2013,5,2014.0,Mayor
16903,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,45,2014.0,Mayor
16904,Tommy Wells ,Tommy Wells for Mayor,Individual,11/7/2013,36,2014.0,Mayor
16905,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,36,2014.0,Mayor
16906,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
16907,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,55,2014.0,Mayor
16908,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,55,2014.0,Mayor
16909,Tommy Wells ,Tommy Wells for Mayor,Individual,11/7/2013,8,2014.0,Mayor
16910,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
16911,Tommy Wells ,Tommy Wells for Mayor,Individual,1/29/2014,15,2014.0,Mayor
16912,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,25,2014.0,Mayor
16913,Tommy Wells ,Tommy Wells for Mayor,Individual,11/3/2013,25,2014.0,Mayor
16914,Tommy Wells ,Tommy Wells for Mayor,Individual,10/29/2013,4,2014.0,Mayor
16915,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,5,2014.0,Mayor
16916,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,5,2014.0,Mayor
16917,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
16918,Tommy Wells ,Tommy Wells for Mayor,Individual,11/22/2013,24,2014.0,Mayor
16919,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,25,2014.0,Mayor
16920,Tommy Wells ,Tommy Wells for Mayor,Individual,11/7/2013,5,2014.0,Mayor
16921,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,2,2014.0,Mayor
16922,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,2,2014.0,Mayor
16923,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,5,2014.0,Mayor
16924,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,5,2014.0,Mayor
16925,Tommy Wells ,Tommy Wells for Mayor,Individual,11/5/2013,5,2014.0,Mayor
16926,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16927,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,3,2014.0,Mayor
16928,Tommy Wells ,Tommy Wells for Mayor,Individual,10/28/2013,25,2014.0,Mayor
16929,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
16930,Tommy Wells ,Tommy Wells for Mayor,Individual,10/24/2013,1,2014.0,Mayor
16931,Tommy Wells ,Tommy Wells for Mayor,Individual,10/25/2013,1,2014.0,Mayor
16932,Tommy Wells ,Tommy Wells for Mayor,Individual,1/25/2014,1,2014.0,Mayor
16933,Tommy Wells ,Tommy Wells for Mayor,Individual,2/25/2014,1,2014.0,Mayor
16934,Tommy Wells ,Tommy Wells for Mayor,Individual,12/25/2013,1,2014.0,Mayor
16935,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,1,2014.0,Mayor
16936,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,5,2014.0,Mayor
16937,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,55,2014.0,Mayor
16938,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16939,Tommy Wells ,Tommy Wells for Mayor,Individual,11/15/2013,1,2014.0,Mayor
16940,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16941,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,45,2014.0,Mayor
16942,Tommy Wells ,Tommy Wells for Mayor,Individual,10/24/2013,25,2014.0,Mayor
16943,Tommy Wells ,Tommy Wells for Mayor,Individual,11/10/2013,25,2014.0,Mayor
16944,Tommy Wells ,Tommy Wells for Mayor,Individual,11/10/2013,25,2014.0,Mayor
16945,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
16946,Tommy Wells ,Tommy Wells for Mayor,Individual,12/10/2013,1,2014.0,Mayor
16947,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
16948,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
16949,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
16950,Tommy Wells ,Tommy Wells for Mayor,Individual,11/8/2013,2,2014.0,Mayor
16951,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,2,2014.0,Mayor
16952,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
16953,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16954,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
16955,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,2,2014.0,Mayor
16956,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
16957,Tommy Wells ,Tommy Wells for Mayor,Individual,2/12/2014,5,2014.0,Mayor
16958,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,7,2014.0,Mayor
16959,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,45,2014.0,Mayor
16960,Tommy Wells ,Tommy Wells for Mayor,Individual,10/17/2013,25,2014.0,Mayor
16961,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,15,2014.0,Mayor
16962,Tommy Wells ,Tommy Wells for Mayor,Individual,12/5/2013,15,2014.0,Mayor
16963,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,25,2014.0,Mayor
16964,Tommy Wells ,Tommy Wells for Mayor,Individual,11/26/2013,2,2014.0,Mayor
16965,Tommy Wells ,Tommy Wells for Mayor,Individual,11/13/2013,4,2014.0,Mayor
16966,Tommy Wells ,Tommy Wells for Mayor,Individual,2/1/2014,25,2014.0,Mayor
16967,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,8,2014.0,Mayor
16968,Tommy Wells ,Tommy Wells for Mayor,Individual,10/19/2013,25,2014.0,Mayor
16969,Tommy Wells ,Tommy Wells for Mayor,Individual,10/18/2013,55,2014.0,Mayor
16970,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,15,2014.0,Mayor
16971,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,3,2014.0,Mayor
16972,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,3,2014.0,Mayor
16973,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,5,2014.0,Mayor
16974,Tommy Wells ,Tommy Wells for Mayor,Individual,11/16/2013,1,2014.0,Mayor
16975,Tommy Wells ,Tommy Wells for Mayor,Individual,3/6/2014,15,2014.0,Mayor
16976,Tommy Wells ,Tommy Wells for Mayor,Individual,10/29/2013,25,2014.0,Mayor
16977,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,1,2014.0,Mayor
16978,Tommy Wells ,Tommy Wells for Mayor,Individual,10/27/2013,125,2014.0,Mayor
16979,Tommy Wells ,Tommy Wells for Mayor,Individual,10/14/2013,1,2014.0,Mayor
16980,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,1,2014.0,Mayor
16981,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,6,2014.0,Mayor
16982,Tommy Wells ,Tommy Wells for Mayor,Individual,11/14/2013,1,2014.0,Mayor
16983,Tommy Wells ,Tommy Wells for Mayor,Individual,10/15/2013,5,2014.0,Mayor
16984,Tommy Wells ,Tommy Wells for Mayor,Individual,11/15/2013,5,2014.0,Mayor
16985,Tommy Wells ,Tommy Wells for Mayor,Individual,3/15/2014,5,2014.0,Mayor
16986,Tommy Wells ,Tommy Wells for Mayor,Individual,2/15/2014,5,2014.0,Mayor
16987,Tommy Wells ,Tommy Wells for Mayor,Individual,12/15/2013,5,2014.0,Mayor
16988,Tommy Wells ,Tommy Wells for Mayor,Individual,1/15/2014,5,2014.0,Mayor
16989,Tommy Wells ,Tommy Wells for Mayor,Individual,1/21/2014,1,2014.0,Mayor
16990,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,2,2014.0,Mayor
16991,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
16992,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,1,2014.0,Mayor
16993,Tommy Wells ,Tommy Wells for Mayor,Individual,12/20/2013,1,2014.0,Mayor
16994,Tommy Wells ,Tommy Wells for Mayor,Individual,12/23/2013,1,2014.0,Mayor
16995,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,25,2014.0,Mayor
16996,Tommy Wells ,Tommy Wells for Mayor,Individual,10/21/2013,55,2014.0,Mayor
16997,Tommy Wells ,Tommy Wells for Mayor,Individual,3/2/2014,5,2014.0,Mayor
16998,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,25,2014.0,Mayor
16999,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,1,2014.0,Mayor
17000,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,5,2014.0,Mayor
17001,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,3,2014.0,Mayor
17002,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,32,2014.0,Mayor
17003,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,55,2014.0,Mayor
17004,Tommy Wells ,Tommy Wells for Mayor,Individual,11/9/2013,1,2014.0,Mayor
17005,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17006,Tommy Wells ,Tommy Wells for Mayor,Individual,3/9/2014,1,2014.0,Mayor
17007,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,1,2014.0,Mayor
17008,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,25,2014.0,Mayor
17009,Tommy Wells ,Tommy Wells for Mayor,Individual,11/7/2013,1,2014.0,Mayor
17010,Tommy Wells ,Tommy Wells for Mayor,Individual,10/31/2013,25,2014.0,Mayor
17011,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,5,2014.0,Mayor
17012,Tommy Wells ,Tommy Wells for Mayor,Individual,11/13/2013,5,2014.0,Mayor
17013,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,4,2014.0,Mayor
17014,Tommy Wells ,Tommy Wells for Mayor,Individual,12/5/2013,25,2014.0,Mayor
17015,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,5,2014.0,Mayor
17016,Tommy Wells ,Tommy Wells for Mayor,Individual,12/19/2013,5,2014.0,Mayor
17017,Tommy Wells ,Tommy Wells for Mayor,Individual,12/17/2013,5,2014.0,Mayor
17018,Tommy Wells ,Tommy Wells for Mayor,Individual,12/13/2013,5,2014.0,Mayor
17019,Tommy Wells ,Tommy Wells for Mayor,Individual,1/8/2014,5,2014.0,Mayor
17020,Tommy Wells ,Tommy Wells for Mayor,Individual,1/14/2014,5,2014.0,Mayor
17021,Tommy Wells ,Tommy Wells for Mayor,Individual,1/28/2014,5,2014.0,Mayor
17022,Tommy Wells ,Tommy Wells for Mayor,Individual,3/11/2014,5,2014.0,Mayor
17023,Tommy Wells ,Tommy Wells for Mayor,Individual,2/25/2014,5,2014.0,Mayor
17024,Tommy Wells ,Tommy Wells for Mayor,Individual,2/11/2014,5,2014.0,Mayor
17025,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,1,2014.0,Mayor
17026,Tommy Wells ,Tommy Wells for Mayor,Individual,11/5/2013,5,2014.0,Mayor
17027,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,5,2014.0,Mayor
17028,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,5,2014.0,Mayor
17029,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,1,2014.0,Mayor
17030,Tommy Wells ,Tommy Wells for Mayor,Individual,12/5/2013,5,2014.0,Mayor
17031,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,15,2014.0,Mayor
17032,Tommy Wells ,Tommy Wells for Mayor,Individual,12/17/2013,15,2014.0,Mayor
17033,Tommy Wells ,Tommy Wells for Mayor,Individual,12/20/2013,15,2014.0,Mayor
17034,Tommy Wells ,Tommy Wells for Mayor,Individual,12/29/2013,15,2014.0,Mayor
17035,Tommy Wells ,Tommy Wells for Mayor,Individual,1/1/2014,15,2014.0,Mayor
17036,Tommy Wells ,Tommy Wells for Mayor,Individual,1/8/2014,6,2014.0,Mayor
17037,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
17038,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,165,2014.0,Mayor
17039,Tommy Wells ,Tommy Wells for Mayor,Individual,11/21/2013,1,2014.0,Mayor
17040,Tommy Wells ,Tommy Wells for Mayor,Individual,3/2/2014,41,2014.0,Mayor
17041,Tommy Wells ,Tommy Wells for Mayor,Individual,2/22/2014,54.63,2014.0,Mayor
17042,Tommy Wells ,Tommy Wells for Mayor,Individual,3/8/2014,8,2014.0,Mayor
17043,Tommy Wells ,Tommy Wells for Mayor,Individual,2/21/2014,93.23,2014.0,Mayor
17044,Tommy Wells ,Tommy Wells for Mayor,Individual,2/19/2014,1,2014.0,Mayor
17045,Tommy Wells ,Tommy Wells for Mayor,Individual,3/12/2014,5,2014.0,Mayor
17046,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,75,2014.0,Mayor
17047,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,5,2014.0,Mayor
17048,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,5,2014.0,Mayor
17049,Tommy Wells ,Tommy Wells for Mayor,Individual,11/26/2013,5,2014.0,Mayor
17050,Tommy Wells ,Tommy Wells for Mayor,Individual,11/9/2013,25,2014.0,Mayor
17051,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,25,2014.0,Mayor
17052,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
17053,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,15,2014.0,Mayor
17054,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,25,2014.0,Mayor
17055,Tommy Wells ,Tommy Wells for Mayor,Individual,2/9/2014,25,2014.0,Mayor
17056,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,25,2014.0,Mayor
17057,Tommy Wells ,Tommy Wells for Mayor,Individual,1/9/2014,25,2014.0,Mayor
17058,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,3,2014.0,Mayor
17059,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17060,Tommy Wells ,Tommy Wells for Mayor,Individual,3/8/2014,25,2014.0,Mayor
17061,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,25,2014.0,Mayor
17062,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,2,2014.0,Mayor
17063,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,25,2014.0,Mayor
17064,Tommy Wells ,Tommy Wells for Mayor,Individual,10/19/2013,25,2014.0,Mayor
17065,Tommy Wells ,Tommy Wells for Mayor,Individual,12/5/2013,25,2014.0,Mayor
17066,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,1,2014.0,Mayor
17067,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,75,2014.0,Mayor
17068,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,5,2014.0,Mayor
17069,Tommy Wells ,Tommy Wells for Mayor,Individual,3/21/2014,1,2014.0,Mayor
17070,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
17071,Tommy Wells ,Tommy Wells for Mayor,Individual,10/31/2013,4,2014.0,Mayor
17072,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17073,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,1,2014.0,Mayor
17074,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,1,2014.0,Mayor
17075,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,45,2014.0,Mayor
17076,Tommy Wells ,Tommy Wells for Mayor,Individual,11/9/2013,166.66,2014.0,Mayor
17077,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
17078,Tommy Wells ,Tommy Wells for Mayor,Individual,10/14/2013,15,2014.0,Mayor
17079,Tommy Wells ,Tommy Wells for Mayor,Individual,11/15/2013,5,2014.0,Mayor
17080,Tommy Wells ,Tommy Wells for Mayor,Individual,2/27/2014,1,2014.0,Mayor
17081,Tommy Wells ,Tommy Wells for Mayor,Individual,2/27/2014,1,2014.0,Mayor
17082,Tommy Wells ,Tommy Wells for Mayor,Individual,12/8/2013,1,2014.0,Mayor
17083,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
17084,Tommy Wells ,Tommy Wells for Mayor,Individual,10/18/2013,5,2014.0,Mayor
17085,Tommy Wells ,Tommy Wells for Mayor,Individual,12/2/2013,5,2014.0,Mayor
17086,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,1,2014.0,Mayor
17087,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,1,2014.0,Mayor
17088,Tommy Wells ,Tommy Wells for Mayor,Individual,10/31/2013,125,2014.0,Mayor
17089,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
17090,Tommy Wells ,Tommy Wells for Mayor,Individual,11/18/2013,25,2014.0,Mayor
17091,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17092,Tommy Wells ,Tommy Wells for Mayor,Individual,3/10/2014,5,2014.0,Mayor
17093,Tommy Wells ,Tommy Wells for Mayor,Individual,1/29/2014,5,2014.0,Mayor
17094,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
17095,Tommy Wells ,Tommy Wells for Mayor,Individual,2/1/2014,65,2014.0,Mayor
17096,Tommy Wells ,Tommy Wells for Mayor,Individual,2/1/2014,1,2014.0,Mayor
17097,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
17098,Tommy Wells ,Tommy Wells for Mayor,Individual,12/8/2013,25,2014.0,Mayor
17099,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,5,2014.0,Mayor
17100,Tommy Wells ,Tommy Wells for Mayor,Individual,10/21/2013,11,2014.0,Mayor
17101,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,4,2014.0,Mayor
17102,Tommy Wells ,Tommy Wells for Mayor,Individual,3/11/2014,2,2014.0,Mayor
17103,Tommy Wells ,Tommy Wells for Mayor,Individual,11/14/2013,5,2014.0,Mayor
17104,Tommy Wells ,Tommy Wells for Mayor,Individual,11/18/2013,5,2014.0,Mayor
17105,Tommy Wells ,Tommy Wells for Mayor,Individual,11/8/2013,1,2014.0,Mayor
17106,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,4,2014.0,Mayor
17107,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,1,2014.0,Mayor
17108,Tommy Wells ,Tommy Wells for Mayor,Individual,10/21/2013,55,2014.0,Mayor
17109,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,11,2014.0,Mayor
17110,Tommy Wells ,Tommy Wells for Mayor,Individual,10/21/2013,11,2014.0,Mayor
17111,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,55,2014.0,Mayor
17112,Tommy Wells ,Tommy Wells for Mayor,Individual,12/7/2013,2,2014.0,Mayor
17113,Tommy Wells ,Tommy Wells for Mayor,Individual,3/11/2014,5,2014.0,Mayor
17114,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
17115,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,15,2014.0,Mayor
17116,Tommy Wells ,Tommy Wells for Mayor,Individual,3/9/2014,1,2014.0,Mayor
17117,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,5,2014.0,Mayor
17118,Tommy Wells ,Tommy Wells for Mayor,Individual,12/3/2013,5,2014.0,Mayor
17119,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,75,2014.0,Mayor
17120,Tommy Wells ,Tommy Wells for Mayor,Individual,11/6/2013,1,2014.0,Mayor
17121,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,1,2014.0,Mayor
17122,Tommy Wells ,Tommy Wells for Mayor,Individual,10/28/2013,4,2014.0,Mayor
17123,Tommy Wells ,Tommy Wells for Mayor,Individual,3/22/2014,1,2014.0,Mayor
17124,Tommy Wells ,Tommy Wells for Mayor,Individual,2/21/2014,1,2014.0,Mayor
17125,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17126,Tommy Wells ,Tommy Wells for Mayor,Individual,10/11/2013,25,2014.0,Mayor
17127,Tommy Wells ,Tommy Wells for Mayor,Individual,11/9/2013,8,2014.0,Mayor
17128,Tommy Wells ,Tommy Wells for Mayor,Individual,11/18/2013,25,2014.0,Mayor
17129,Tommy Wells ,Tommy Wells for Mayor,Individual,10/20/2013,5,2014.0,Mayor
17130,Tommy Wells ,Tommy Wells for Mayor,Individual,12/6/2013,1,2014.0,Mayor
17131,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,15,2014.0,Mayor
17132,Tommy Wells ,Tommy Wells for Mayor,Individual,10/17/2013,25,2014.0,Mayor
17133,Tommy Wells ,Tommy Wells for Mayor,Individual,12/5/2013,15,2014.0,Mayor
17134,Tommy Wells ,Tommy Wells for Mayor,Individual,3/11/2014,6,2014.0,Mayor
17135,Tommy Wells ,Tommy Wells for Mayor,Individual,2/13/2014,3,2014.0,Mayor
17136,Tommy Wells ,Tommy Wells for Mayor,Individual,1/8/2014,166.45,2014.0,Mayor
17137,Tommy Wells ,Tommy Wells for Mayor,Individual,1/31/2014,5,2014.0,Mayor
17138,Tommy Wells ,Tommy Wells for Mayor,Individual,10/17/2013,55,2014.0,Mayor
17139,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,1,2014.0,Mayor
17140,Tommy Wells ,Tommy Wells for Mayor,Individual,11/19/2013,1,2014.0,Mayor
17141,Tommy Wells ,Tommy Wells for Mayor,Individual,10/22/2013,675,2014.0,Mayor
17142,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17143,Tommy Wells ,Tommy Wells for Mayor,Individual,12/9/2013,1,2014.0,Mayor
17144,Tommy Wells ,Tommy Wells for Mayor,Individual,11/13/2013,5,2014.0,Mayor
17145,Tommy Wells ,Tommy Wells for Mayor,Individual,1/30/2014,5,2014.0,Mayor
17146,Tommy Wells ,Tommy Wells for Mayor,Individual,11/25/2013,8,2014.0,Mayor
17147,Tommy Wells ,Tommy Wells for Mayor,Individual,11/8/2013,1,2014.0,Mayor
17148,Tommy Wells ,Tommy Wells for Mayor,Individual,3/11/2014,25,2014.0,Mayor
17149,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,3,2014.0,Mayor
17150,Tommy Wells ,Tommy Wells for Mayor,Individual,3/24/2014,1,2014.0,Mayor
